Indicador,IndicadorDetalhe,Data,DataReferencia,Mediana,ano_ref,indicador_norm,detalhe_norm
PIB Despesa de consumo das famílias,,2025-09-18,2027,1.5,2027,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-09-18,2028,1.9,2028,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-09-18,2029,1.945,2029,pib despesa de consumo das familias,
PIB Exportação de bens e serviços,,2025-09-18,2025,3.15,2025,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-09-18,2026,3.2,2026,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-09-18,2027,3.0,2027,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-09-18,2028,3.0,2028,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-09-18,2029,3.0,2029,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-09-18,2025,2.8,2025,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-09-18,2026,3.3,2026,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-09-18,2027,3.0,2027,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-09-18,2028,3.0,2028,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-09-18,2029,3.0,2029,pib exportacao de bens e servicos,
PIB Formação Bruta de Capital Fixo,,2025-09-18,2025,3.6,2025,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-09-18,2026,1.2,2026,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-09-18,2027,1.95,2027,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-09-18,2028,2.0,2028,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-09-18,2029,2.0,2029,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-09-18,2025,3.5,2025,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-09-18,2026,1.2,2026,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-09-18,2027,1.8,2027,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-09-18,2028,2.0,2028,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-09-18,2029,2.0,2029,pib formacao bruta de capital fixo,
PIB Importação de bens e serviços,,2025-09-18,2025,5.15,2025,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-09-18,2026,2.55,2026,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-09-18,2027,2.3,2027,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-09-18,2028,2.5,2028,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-09-18,2029,2.5,2029,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-09-18,2025,5.5,2025,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-09-18,2026,2.6,2026,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-09-18,2027,2.0,2027,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-09-18,2028,2.0,2028,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-09-18,2029,2.235,2029,pib importacao de bens e servicos,
PIB Indústria,,2025-09-18,2025,1.6,2025,pib industria,
PIB Indústria,,2025-09-18,2026,1.5,2026,pib industria,
PIB Indústria,,2025-09-18,2027,1.7,2027,pib industria,
PIB Indústria,,2025-09-18,2028,1.98,2028,pib industria,
PIB Indústria,,2025-09-18,2029,2.0,2029,pib industria,
PIB Indústria,,2025-09-18,2025,1.5,2025,pib industria,
PIB Indústria,,2025-09-18,2026,1.5,2026,pib industria,
PIB Indústria,,2025-09-18,2027,1.5,2027,pib industria,
PIB Indústria,,2025-09-18,2028,1.8,2028,pib industria,
PIB Indústria,,2025-09-18,2029,1.9192,2029,pib industria,
PIB Serviços,,2025-09-18,2025,1.97,2025,pib servicos,
PIB Serviços,,2025-09-18,2026,1.9,2026,pib servicos,
PIB Serviços,,2025-09-18,2027,1.8,2027,pib servicos,
PIB Serviços,,2025-09-18,2028,2.0,2028,pib servicos,
PIB Serviços,,2025-09-18,2029,2.0,2029,pib servicos,
PIB Serviços,,2025-09-18,2025,1.985,2025,pib servicos,
PIB Serviços,,2025-09-18,2026,2.0,2026,pib servicos,
PIB Serviços,,2025-09-18,2027,1.6,2027,pib servicos,
PIB Serviços,,2025-09-18,2028,1.7284,2028,pib servicos,
PIB Serviços,,2025-09-18,2029,1.8103,2029,pib servicos,
PIB Total,,2025-09-18,2025,2.1614,2025,pib total,
PIB Total,,2025-09-18,2026,1.8012,2026,pib total,
PIB Total,,2025-09-18,2027,1.9,2027,pib total,
PIB Total,,2025-09-18,2028,2.0,2028,pib total,
PIB Total,,2025-09-18,2029,2.0,2029,pib total,
PIB Total,,2025-09-18,2025,2.1606,2025,pib total,
PIB Total,,2025-09-18,2026,1.7761,2026,pib total,
PIB Total,,2025-09-18,2027,1.83,2027,pib total,
PIB Total,,2025-09-18,2028,2.0,2028,pib total,
PIB Total,,2025-09-18,2029,2.0,2029,pib total,
Resultado nominal,,2025-09-18,2025,-8.4982,2025,resultado nominal,
Resultado nominal,,2025-09-18,2026,-8.4,2026,resultado nominal,
Resultado nominal,,2025-09-18,2027,-7.3,2027,resultado nominal,
Resultado nominal,,2025-09-18,2028,-7.0,2028,resultado nominal,
Resultado nominal,,2025-09-18,2029,-6.37,2029,resultado nominal,
Resultado nominal,,2025-09-18,2030,-6.1,2030,resultado nominal,
Resultado nominal,,2025-09-18,2031,-6.0482,2031,resultado nominal,
Resultado nominal,,2025-09-18,2032,-5.8685,2032,resultado nominal,
Resultado nominal,,2025-09-18,2033,-5.8185,2033,resultado nominal,
Resultado nominal,,2025-09-18,2034,-5.75,2034,resultado nominal,
Resultado nominal,,2025-09-18,2025,-8.2514,2025,resultado nominal,
Resultado nominal,,2025-09-18,2026,-8.3,2026,resultado nominal,
Resultado nominal,,2025-09-18,2027,-7.3,2027,resultado nominal,
Resultado nominal,,2025-09-18,2028,-6.8,2028,resultado nominal,
Resultado nominal,,2025-09-18,2029,-6.37,2029,resultado nominal,
Resultado nominal,,2025-09-18,2030,-6.4,2030,resultado nominal,
Resultado nominal,,2025-09-18,2031,-6.1,2031,resultado nominal,
Resultado nominal,,2025-09-18,2032,-6.0,2032,resultado nominal,
Resultado nominal,,2025-09-18,2033,-5.9,2033,resultado nominal,
Resultado nominal,,2025-09-18,2034,-5.8369,2034,resultado nominal,
Resultado primário,,2025-09-18,2025,-0.525,2025,resultado primario,
Resultado primário,,2025-09-18,2026,-0.6,2026,resultado primario,
Resultado primário,,2025-09-18,2027,-0.3,2027,resultado primario,
Resultado primário,,2025-09-18,2028,-0.11,2028,resultado primario,
Resultado primário,,2025-09-18,2029,0.0,2029,resultado primario,
Resultado primário,,2025-09-18,2030,0.09,2030,resultado primario,
Resultado primário,,2025-09-18,2031,0.3,2031,resultado primario,
Resultado primário,,2025-09-18,2032,0.47,2032,resultado primario,
Resultado primário,,2025-09-18,2033,0.5,2033,resultado primario,
Resultado primário,,2025-09-18,2034,0.6,2034,resultado primario,
Resultado primário,,2025-09-18,2025,-0.52,2025,resultado primario,
Resultado primário,,2025-09-18,2026,-0.6,2026,resultado primario,
Resultado primário,,2025-09-18,2027,-0.37,2027,resultado primario,
Resultado primário,,2025-09-18,2028,-0.25,2028,resultado primario,
Resultado primário,,2025-09-18,2029,-0.08,2029,resultado primario,
Resultado primário,,2025-09-18,2030,0.0,2030,resultado primario,
Resultado primário,,2025-09-18,2031,0.25,2031,resultado primario,
Resultado primário,,2025-09-18,2032,0.355,2032,resultado primario,
Resultado primário,,2025-09-18,2033,0.5,2033,resultado primario,
Resultado primário,,2025-09-18,2034,0.65,2034,resultado primario,
Selic,,2025-09-18,2025,15.0,2025,selic,
Selic,,2025-09-18,2026,12.375,2026,selic,
Selic,,2025-09-18,2027,10.5,2027,selic,
Selic,,2025-09-18,2028,10.0,2028,selic,
Selic,,2025-09-18,2029,9.75,2029,selic,
Selic,,2025-09-18,2025,15.0,2025,selic,
Selic,,2025-09-18,2026,12.5,2026,selic,
Selic,,2025-09-18,2027,10.5,2027,selic,
Selic,,2025-09-18,2028,10.0,2028,selic,
Selic,,2025-09-18,2029,9.75,2029,selic,
Taxa de desocupação,,2025-09-18,2025,5.9,2025,taxa de desocupacao,
Taxa de desocupação,,2025-09-18,2026,6.5,2026,taxa de desocupacao,
Taxa de desocupação,,2025-09-18,2027,7.0,2027,taxa de desocupacao,
Taxa de desocupação,,2025-09-18,2028,7.0,2028,taxa de desocupacao,
Taxa de desocupação,,2025-09-18,2029,7.1,2029,taxa de desocupacao,
Taxa de desocupação,,2025-09-18,2025,5.9,2025,taxa de desocupacao,
Taxa de desocupação,,2025-09-18,2026,6.4,2026,taxa de desocupacao,
Taxa de desocupação,,2025-09-18,2027,7.0,2027,taxa de desocupacao,
Taxa de desocupação,,2025-09-18,2028,7.0,2028,taxa de desocupacao,
Taxa de desocupação,,2025-09-18,2029,7.05,2029,taxa de desocupacao,
Balança comercial,Exportações,2025-09-17,2025,342.85,2025,balanca comercial,exportacoes
Balança comercial,Exportações,2025-09-17,2026,350.666,2026,balanca comercial,exportacoes
Balança comercial,Exportações,2025-09-17,2027,367.54,2027,balanca comercial,exportacoes
Balança comercial,Exportações,2025-09-17,2028,375.0,2028,balanca comercial,exportacoes
Balança comercial,Exportações,2025-09-17,2029,378.5,2029,balanca comercial,exportacoes
Balança comercial,Exportações,2025-09-17,2025,341.2915,2025,balanca comercial,exportacoes
Balança comercial,Exportações,2025-09-17,2026,350.0,2026,balanca comercial,exportacoes
Balança comercial,Exportações,2025-09-17,2027,355.0,2027,balanca comercial,exportacoes
Balança comercial,Exportações,2025-09-17,2028,362.0,2028,balanca comercial,exportacoes
Balança comercial,Exportações,2025-09-17,2029,375.0,2029,balanca comercial,exportacoes
Balança comercial,Importações,2025-09-17,2025,279.9993,2025,balanca comercial,importacoes
Balança comercial,Importações,2025-09-17,2026,284.2575,2026,balanca comercial,importacoes
Balança comercial,Importações,2025-09-17,2027,292.0,2027,balanca comercial,importacoes
Balança comercial,Importações,2025-09-17,2028,300.0,2028,balanca comercial,importacoes
Balança comercial,Importações,2025-09-17,2029,304.5,2029,balanca comercial,importacoes
Balança comercial,Importações,2025-09-17,2025,282.3,2025,balanca comercial,importacoes
Balança comercial,Importações,2025-09-17,2026,286.3,2026,balanca comercial,importacoes
Balança comercial,Importações,2025-09-17,2027,290.0,2027,balanca comercial,importacoes
Balança comercial,Importações,2025-09-17,2028,300.0,2028,balanca comercial,importacoes
Balança comercial,Importações,2025-09-17,2029,303.0,2029,balanca comercial,importacoes
Balança comercial,Saldo,2025-09-17,2025,64.606,2025,balanca comercial,saldo
Balança comercial,Saldo,2025-09-17,2026,68.384,2026,balanca comercial,saldo
Balança comercial,Saldo,2025-09-17,2027,75.5117,2027,balanca comercial,saldo
Balança comercial,Saldo,2025-09-17,2028,73.9432,2028,balanca comercial,saldo
Balança comercial,Saldo,2025-09-17,2029,72.1324,2029,balanca comercial,saldo
Balança comercial,Saldo,2025-09-17,2025,57.4,2025,balanca comercial,saldo
Balança comercial,Saldo,2025-09-17,2026,64.8,2026,balanca comercial,saldo
Balança comercial,Saldo,2025-09-17,2027,68.0,2027,balanca comercial,saldo
Balança comercial,Saldo,2025-09-17,2028,69.0,2028,balanca comercial,saldo
Balança comercial,Saldo,2025-09-17,2029,70.0,2029,balanca comercial,saldo
Câmbio,,2025-09-17,2025,5.5,2025,cambio,
Câmbio,,2025-09-17,2026,5.6,2026,cambio,
Câmbio,,2025-09-17,2027,5.6,2027,cambio,
Câmbio,,2025-09-17,2028,5.54,2028,cambio,
Câmbio,,2025-09-17,2029,5.595,2029,cambio,
Câmbio,,2025-09-17,2025,5.5,2025,cambio,
Câmbio,,2025-09-17,2026,5.6,2026,cambio,
Câmbio,,2025-09-17,2027,5.605,2027,cambio,
Câmbio,,2025-09-17,2028,5.7,2028,cambio,
Câmbio,,2025-09-17,2029,5.725,2029,cambio,
Conta corrente,,2025-09-17,2025,-67.7525,2025,conta corrente,
Conta corrente,,2025-09-17,2026,-63.0,2026,conta corrente,
Conta corrente,,2025-09-17,2027,-56.1,2027,conta corrente,
Conta corrente,,2025-09-17,2028,-57.5,2028,conta corrente,
Conta corrente,,2025-09-17,2029,-58.5,2029,conta corrente,
Conta corrente,,2025-09-17,2025,-70.0,2025,conta corrente,
Conta corrente,,2025-09-17,2026,-67.9,2026,conta corrente,
Conta corrente,,2025-09-17,2027,-57.5,2027,conta corrente,
Conta corrente,,2025-09-17,2028,-60.0,2028,conta corrente,
Conta corrente,,2025-09-17,2029,-58.0,2029,conta corrente,
Dívida bruta do governo geral,,2025-09-17,2025,80.0,2025,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-17,2026,84.025,2026,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-17,2027,87.25,2027,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-17,2028,89.4,2028,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-17,2029,90.92,2029,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-17,2030,92.0,2030,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-17,2031,93.0,2031,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-17,2032,93.615,2032,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-17,2033,94.15,2033,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-17,2034,94.06,2034,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-17,2025,79.9,2025,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-17,2026,83.8311,2026,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-17,2027,87.1045,2027,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-17,2028,89.3,2028,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-17,2029,90.65,2029,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-17,2030,91.9,2030,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-17,2031,93.04,2031,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-17,2032,94.5,2032,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-17,2033,95.19,2033,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-09-17,2034,94.8,2034,divida bruta do governo geral,
Dívida líquida do setor público,,2025-09-17,2025,65.8,2025,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-17,2026,70.0775,2026,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-17,2027,73.9,2027,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-17,2028,76.0619,2028,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-17,2029,78.3385,2029,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-17,2030,80.25,2030,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-17,2031,82.0,2031,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-17,2032,82.9872,2032,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-17,2033,83.851,2033,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-17,2034,84.8,2034,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-17,2025,65.7,2025,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-17,2026,70.0,2026,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-17,2027,73.3503,2027,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-17,2028,75.5,2028,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-17,2029,77.749,2029,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-17,2030,79.25,2030,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-17,2031,80.4,2031,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-17,2032,81.65,2032,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-17,2033,82.801,2033,divida liquida do setor publico,
Dívida líquida do setor público,,2025-09-17,2034,84.3305,2034,divida liquida do setor publico,
IGP-M,,2025-09-17,2025,1.1033,2025,igp-m,
IGP-M,,2025-09-17,2026,4.2,2026,igp-m,
IGP-M,,2025-09-17,2027,4.0,2027,igp-m,
IGP-M,,2025-09-17,2028,3.96,2028,igp-m,
IGP-M,,2025-09-17,2029,3.75,2029,igp-m,
IGP-M,,2025-09-17,2025,1.1217,2025,igp-m,
IGP-M,,2025-09-17,2026,4.2142,2026,igp-m,
IGP-M,,2025-09-17,2027,4.0,2027,igp-m,
IGP-M,,2025-09-17,2028,4.0,2028,igp-m,
IGP-M,,2025-09-17,2029,4.0,2029,igp-m,
Investimento direto no país,,2025-09-17,2025,70.0,2025,investimento direto no pais,
Investimento direto no país,,2025-09-17,2026,70.0,2026,investimento direto no pais,
Investimento direto no país,,2025-09-17,2027,71.6,2027,investimento direto no pais,
Investimento direto no país,,2025-09-17,2028,75.0,2028,investimento direto no pais,
Investimento direto no país,,2025-09-17,2029,76.5,2029,investimento direto no pais,
Investimento direto no país,,2025-09-17,2025,70.0,2025,investimento direto no pais,
Investimento direto no país,,2025-09-17,2026,70.0,2026,investimento direto no pais,
Investimento direto no país,,2025-09-17,2027,71.0,2027,investimento direto no pais,
Investimento direto no país,,2025-09-17,2028,74.5,2028,investimento direto no pais,
Investimento direto no país,,2025-09-17,2029,75.75,2029,investimento direto no pais,
IPCA,,2025-09-17,2025,4.8273,2025,ipca,
IPCA,,2025-09-17,2026,4.3,2026,ipca,
IPCA,,2025-09-17,2027,3.9,2027,ipca,
IPCA,,2025-09-17,2028,3.7,2028,ipca,
IPCA,,2025-09-17,2029,3.5,2029,ipca,
IPCA,,2025-09-17,2025,4.8168,2025,ipca,
IPCA,,2025-09-17,2026,4.3,2026,ipca,
IPCA,,2025-09-17,2027,3.94,2027,ipca,
IPCA,,2025-09-17,2028,3.7,2028,ipca,
IPCA,,2025-09-17,2029,3.5,2029,ipca,
IPCA Administrados,,2025-09-17,2025,4.6649,2025,ipca administrados,
IPCA Administrados,,2025-09-17,2026,3.9985,2026,ipca administrados,
IPCA Administrados,,2025-09-17,2027,4.0,2027,ipca administrados,
IPCA Administrados,,2025-09-17,2028,3.6461,2028,ipca administrados,
IPCA Administrados,,2025-09-17,2029,3.5,2029,ipca administrados,
IPCA Administrados,,2025-09-17,2025,4.6161,2025,ipca administrados,
IPCA Administrados,,2025-09-17,2026,3.96,2026,ipca administrados,
IPCA Administrados,,2025-09-17,2027,3.93,2027,ipca administrados,
